"N","Author","Year","Phase1.m.ori","Phase1.m","Experimental.setting","rr","var","hop_code","hop_score","provenance_confidence","decisive_basis","inherited_rule_id","coder"
"116","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.429058274","0.020449471","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"117","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.255695858","0.028377929","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"118","Teste et al. 2017","2017","Field","Field","Greenhouse","0.239698267","0.040062254","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"119","Teste et al. 2017","2017","Field","Field","Greenhouse","2.950528404","0.138609478","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"120","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.136953482","0.042706743","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"121","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.274391579","0.111520708","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"122","Teste et al. 2017","2017","Field","Field","Greenhouse","0.035852296","0.042267139","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"123","Teste et al. 2017","2017","Field","Field","Greenhouse","0.154165717","0.053399192","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"124","Teste et al. 2017","2017","Field","Field","Greenhouse","0.680343461","0.146259863","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"125","Teste et al. 2017","2017","Field","Field","Greenhouse","3.292812306","0.11826004","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"126","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.255999339","0.003422786","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"127","Teste et al. 2017","2017","Field","Field","Greenhouse","0.079172073","0.03082105","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"128","Teste et al. 2017","2017","Field","Field","Greenhouse","0.021962261","0.079656363","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"129","Teste et al. 2017","2017","Field","Field","Greenhouse","1.068103323","0.118123626","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"130","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.07705068","0.004361519","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"131","Teste et al. 2017","2017","Field","Field","Greenhouse","0.171816641","0.023032205","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"132","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.474090405","0.009804143","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"133","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.315530747","0.021377336","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"134","Teste et al. 2017","2017","Field","Field","Greenhouse","-1.073143873","0.072057987","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"135","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.528555937","0.101952635","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"136","Teste et al. 2017","2017","Field","Field","Greenhouse","0.273416117","0.035160064","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"137","Teste et al. 2017","2017","Field","Field","Greenhouse","3.215493793","0.070962418","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"138","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.987541785","0.355802925","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"139","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.703240055","0.422159673","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"140","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.314004135","0.018855012","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"141","Teste et al. 2017","2017","Field","Field","Greenhouse","-0.076883555","0.024970472","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"142","van Nuland,2017","2017","Field","Field","Greenhouse","-0.372937085","0.126278511","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"143","van Nuland,2017","2017","Field","Field","Greenhouse","0.369714468","0.204206678","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"144","van Nuland,2017","2017","Field","Field","Greenhouse","0.221922575","0.279413508","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"145","van Nuland,2017","2017","Field","Field","Greenhouse","-0.244170382","0.400106244","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"146","van Nuland,2017","2017","Field","Field","Greenhouse","0.378419453","0.180741648","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"147","van Nuland,2017","2017","Field","Field","Greenhouse","0.820884809","0.216208043","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"148","van Nuland,2017","2017","Field","Field","Greenhouse","-0.650246716","0.130760098","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"149","van Nuland,2017","2017","Field","Field","Greenhouse","0.345417599","0.454960126","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"150","van Nuland,2017","2017","Field","Field","Greenhouse","-0.122179985","0.627754037","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"151","van Nuland,2017","2017","Field","Field","Greenhouse","0.175728668","0.203272022","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"152","van Nuland,2017","2017","Field","Field","Greenhouse","0.239413848","0.115859651","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"153","van Nuland,2017","2017","Field","Field","Greenhouse","-0.264359613","0.16699085","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"154","van Nuland,2017","2017","Field","Field","Greenhouse","0.112503638","0.179799579","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"155","van Nuland,2017","2017","Field","Field","Greenhouse","0.356968207","0.313274259","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"156","van Nuland,2017","2017","Field","Field","Greenhouse","-0.075736411","0.418889576","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"157","van Nuland,2017","2017","Field","Field","Greenhouse","0.196155086","0.329712384","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"158","van Nuland,2017","2017","Field","Field","Greenhouse","0.42942912","0.107399554","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"159","van Nuland,2017","2017","Field","Field","Greenhouse","-0.226317475","0.257969621","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"160","van Nuland,2017","2017","Field","Field","Greenhouse","0.555815363","0.029915878","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"161","van Nuland,2017","2017","Field","Field","Greenhouse","0.093299017","0.154364333","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"162","van Nuland,2017","2017","Field","Field","Greenhouse","0.406672007","0.321930108","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"163","van Nuland,2017","2017","Field","Field","Greenhouse","0.803298866","0.371347761","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"164","van Nuland,2017","2017","Field","Field","Greenhouse","0.12614444","0.263194614","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"165","van Nuland,2017","2017","Field","Field","Greenhouse","0.718612373","0.117872766","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"166","van Nuland,2017","2017","Field","Field","Greenhouse","0.571325725","0.214350058","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"167","van Nuland,2017","2017","Field","Field","Greenhouse","0.105452092","0.075820389","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"168","van Nuland,2017","2017","Field","Field","Greenhouse","0.459599125","0.192621185","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"169","van Nuland,2017","2017","Field","Field","Greenhouse","0.306574446","0.167916821","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"170","van Nuland,2017","2017","Field","Field","Greenhouse","-0.274807262","0.347701299","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"171","van Nuland,2017","2017","Field","Field","Greenhouse","0.080085657","0.202060845","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"172","van Nuland,2017","2017","Field","Field","Greenhouse","0.970688806","0.157412189","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"173","van Nuland,2017","2017","Field","Field","Greenhouse","0.141232137","0.227769343","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"174","van Nuland,2017","2017","Field","Field","Greenhouse","-0.024924818","0.19760684","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"175","van Nuland,2017","2017","Field","Field","Greenhouse","-0.398781951","0.148246639","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"176","van Nuland,2017","2017","Field","Field","Greenhouse","-1.323565865","0.551861329","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"177","van Nuland,2017","2017","Field","Field","Greenhouse","0.424401312","0.253825859","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"178","van Nuland,2017","2017","Field","Field","Greenhouse","-0.365325722","0.138806772","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"179","van Nuland,2017","2017","Field","Field","Greenhouse","-0.160195129","0.180904691","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"180","van Nuland,2017","2017","Field","Field","Greenhouse","-0.234235599","0.093779181","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"181","van Nuland,2017","2017","Field","Field","Greenhouse","0.33773432","0.150193006","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"182","van Nuland,2017","2017","Field","Field","Greenhouse","0.862309331","0.171349445","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"183","van Nuland,2017","2017","Field","Field","Greenhouse","0.008661637","0.065394778","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"184","van Nuland,2017","2017","Field","Field","Greenhouse","0.126104961","0.381355781","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"185","van Nuland,2017","2017","Field","Field","Greenhouse","1.02656902","0.220656688","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"186","van Nuland,2017","2017","Field","Field","Greenhouse","-0.293144351","0.178882586","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"187","van Nuland,2017","2017","Field","Field","Greenhouse","0.1178002","0.088098599","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"188","van Nuland,2017","2017","Field","Field","Greenhouse","0.192212011","0.139684696","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"189","van Nuland,2017","2017","Field","Field","Greenhouse","0.384656558","0.298336984","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"190","van Nuland,2017","2017","Field","Field","Greenhouse","0.027979875","0.083794923","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"191","van Nuland,2017","2017","Field","Field","Greenhouse","-0.304055065","0.089604075","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"192","van Nuland,2017","2017","Field","Field","Greenhouse","-0.272653839","0.137597546","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"193","van Nuland,2017","2017","Field","Field","Greenhouse","0.988826218","0.203324216","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"194","van Nuland,2017","2017","Field","Field","Greenhouse","0.003970157","0.052512964","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"195","van Nuland,2017","2017","Field","Field","Greenhouse","0.506755959","0.127393102","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"196","van Nuland,2017","2017","Field","Field","Greenhouse","0.04865589","0.088752212","H2","2","high","Approach=Self-Sterilized; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
